timestamp	video_id	upload_date	views	likes	comments	shares	bookmarks	duration	link	title
1691118036.9788837	7123981425316990214	24100	1365	28	34	94	2022-07-24 09:46:23-07:00	11	https://www.tiktok.com/@6738999731529516038/video/7123981425316990214	b'A Zara Haul.'
1691118036.9788837	7118588825491754246	22100	1398	17	7	27	2022-07-09 21:00:26-07:00	7	https://www.tiktok.com/@6738999731529516038/video/7118588825491754246	b"Clearly this trend isn't meant for us, but eid mubarak from ..."
1691118036.9788837	7111471907865742597	7297	268	8	7	8	2022-06-20 16:43:08-07:00	16	https://www.tiktok.com/@6738999731529516038/video/7111471907865742597	b'Recent Highlights'
1691118036.9788837	7111099258949963014	8437	365	7	3	29	2022-06-19 16:37:02-07:00	10	https://www.tiktok.com/@6738999731529516038/video/7111099258949963014	b'Comment below what I should do next \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc'
1691118036.9788837	7110651065510399238	19300	900	17	24	174	2022-06-18 11:37:47-07:00	10	https://www.tiktok.com/@6738999731529516038/video/7110651065510399238	b'Drop your favourites in the comments'
1691118036.9788837	7108050700541725957	8708	650	13	12	17	2022-06-11 11:27:03-07:00	7	https://www.tiktok.com/@6738999731529516038/video/7108050700541725957	b'Catching Sunsets'
1691118036.9788837	7102109886229548294	9740	530	18	26	30	2022-05-26 11:13:37-07:00	120	https://www.tiktok.com/@6738999731529516038/video/7102109886229548294	b'Enjoy these clips of me eating food during my work break at ...'
1691118036.9788837	7097709978613468422	9240	433	3	7	20	2022-05-14 14:39:44-07:00	7	https://www.tiktok.com/@6738999731529516038/video/7097709978613468422	b"Could be smoother but here's the fit for the day"
1691118036.9788837	7093307636610862342	44800	4089	49	38	92	2022-05-02 17:56:25-07:00	9	https://www.tiktok.com/@6738999731529516038/video/7093307636610862342	b'Eid gift \xf0\x9f\x98\x8d'
1691118036.9788837	7093209548684741893	205000	38800	436	318	1380	2022-05-02 11:35:46-07:00	13	https://www.tiktok.com/@6738999731529516038/video/7093209548684741893	b'Eid Mubarak from the Khans \xe2\x9c\xa8'
1691118036.9788837	7092555474897325318	23100	1166	28	72	87	2022-04-30 17:17:39-07:00	100	https://www.tiktok.com/@6738999731529516038/video/7092555474897325318	b'Highly recomend for anyone in the GTA \xf0\x9f\x98\x8c'
1691118036.9788837	7089147639798729989	14300	638	14	25	23	2022-04-21 12:53:29-07:00	87	https://www.tiktok.com/@6738999731529516038/video/7089147639798729989	b'Last one from the weekend dawat i promise #grwm #ootd'
1691118036.9788837	7088704025620647174	40000	3297	41	66	130	2022-04-20 08:12:02-07:00	22	https://www.tiktok.com/@6738999731529516038/video/7088704025620647174	b'Fav type of fits \xf0\x9f\x98\x8c #eidoutfit #ramadan #ootd'
1691118036.9788837	7088462571551919365	14600	1607	47	21	47	2022-04-19 16:35:04-07:00	118	https://www.tiktok.com/@6738999731529516038/video/7088462571551919365	b'Iftaar with the Khans \xe2\x9c\xa8'
1691118036.9788837	7083694150733827334	41400	2146	81	24	49	2022-04-06 20:11:11-07:00	9	https://www.tiktok.com/@6738999731529516038/video/7083694150733827334	b'Reply to @parisas_henna_art  I def still dont see it but wha...'
1691118036.9788837	7082797485948718342	12000	667	41	37	21	2022-04-04 10:11:38-07:00	79	https://www.tiktok.com/@6738999731529516038/video/7082797485948718342	b'#grwm'
1691118036.9788837	7082789398705704197	10000	477	15	13	23	2022-04-04 09:40:16-07:00	14	https://www.tiktok.com/@6738999731529516038/video/7082789398705704197	b'\xf0\x9f\x98\xa4'
1691118036.9788837	7079830217816132869	9829	387	11	13	14	2022-03-27 10:17:07-07:00	13	https://www.tiktok.com/@6738999731529516038/video/7079830217816132869	b'Bts'
1691118036.9788837	7079185389067455749	38700	3420	23	105	139	2022-03-25 16:34:52-07:00	12	https://www.tiktok.com/@6738999731529516038/video/7079185389067455749	b'Vibes'
1691118036.9788837	7078714185508572422	14800	1390	22	56	57	2022-03-24 10:06:21-07:00	15	https://www.tiktok.com/@6738999731529516038/video/7078714185508572422	b'This is your sign to book that trip'
1691118036.9788837	7078340242326998278	23400	1478	10	42	52	2022-03-23 09:55:15-07:00	12	https://www.tiktok.com/@6738999731529516038/video/7078340242326998278	b'@TapTheLabel @EmanZia @Blue Rose @beautyby_ansa @jewelsbyjum...'
1691118036.9788837	7077350347408248069	10200	497	6	14	23	2022-03-20 17:53:58-07:00	9	https://www.tiktok.com/@6738999731529516038/video/7077350347408248069	b'Follow my ig: altamxsh \xe2\x98\xba\xef\xb8\x8f'
1691118036.9788837	7077302017756122373	38300	3847	34	241	214	2022-03-20 14:46:25-07:00	19	https://www.tiktok.com/@6738999731529516038/video/7077302017756122373	b'Miami'
1691118036.9788837	7072830359704046853	13100	1402	21	24	57	2022-03-08 12:34:06-08:00	16	https://www.tiktok.com/@6738999731529516038/video/7072830359704046853	b'YYZ to YYC Weekend'
1691118036.9788837	7072470735515684102	6178	470	10	3	12	2022-03-07 13:18:34-08:00	8	https://www.tiktok.com/@6738999731529516038/video/7072470735515684102	b'Ice age'
1691118036.9788837	7069120722173496582	13200	1037	25	27	32	2022-02-26 12:38:49-08:00	11	https://www.tiktok.com/@6738999731529516038/video/7069120722173496582	b'By the order of the #peakyblinders \xf0\x9f\x93\xb8: @visualslxyer'
1691118036.9788837	7065717287105334533	13400	631	6	7	5	2022-02-17 08:31:45-08:00	12	https://www.tiktok.com/@6738999731529516038/video/7065717287105334533	b'New trend alert and this beat is stuck in my head now'
1691118036.9788837	7064689870177963269	21800	1980	26	15	68	2022-02-14 14:04:51-08:00	15	https://www.tiktok.com/@6738999731529516038/video/7064689870177963269	b'Little recap of the week'
1691118036.9788837	7061671199901846790	20300	1903	54	36	50	2022-02-06 10:50:52-08:00	11	https://www.tiktok.com/@6738999731529516038/video/7061671199901846790	b'Peaky Blinders season 6'
1691118036.9788837	7056486326790524165	44000	3144	33	46	49	2022-01-23 11:30:54-08:00	8	https://www.tiktok.com/@6738999731529516038/video/7056486326790524165	b'Had to try this one more time'
1691118036.9788837	7054628909509315845	18700	1499	55	44	63	2022-01-18 11:23:10-08:00	19	https://www.tiktok.com/@6738999731529516038/video/7054628909509315845	b'Which one should I wear today?'
1691118036.9788837	7054273168852225286	49500	4023	59	75	88	2022-01-17 12:22:43-08:00	7	https://www.tiktok.com/@6738999731529516038/video/7054273168852225286	b'Everything is better in a suit'
1691118036.9788837	7053937797287234821	53800	3435	43	53	72	2022-01-16 14:41:19-08:00	7	https://www.tiktok.com/@6738999731529516038/video/7053937797287234821	b'Shoot your shot'
1691118036.9788837	7051638891639573766	11500	1036	22	19	33	2022-01-10 10:00:23-08:00	19	https://www.tiktok.com/@6738999731529516038/video/7051638891639573766	b'Last year was all about travelling and weddings \xf0\x9f\xa5\xb3 #2021reca...'
1691118036.9788837	7049808787372281093	31900	1951	33	40	59	2022-01-05 11:38:38-08:00	15	https://www.tiktok.com/@6738999731529516038/video/7049808787372281093	b'Can you spot the middle guy? \xf0\x9f\x98\x86#khanademi'
1691118036.9788837	7049478483067653382	82900	6897	66	158	284	2022-01-04 14:16:54-08:00	9	https://www.tiktok.com/@6738999731529516038/video/7049478483067653382	b'Reply to @ahmedazammm  Partner in crime #khanademi'
1691118036.9788837	7049176564394691845	441400	82900	475	477	2397	2022-01-03 18:45:18-08:00	11	https://www.tiktok.com/@6738999731529516038/video/7049176564394691845	b'Congrats to @mubyk @aminaaademi \xf0\x9f\x98\x92\xe2\x9d\xa4\xef\xb8\x8f #khanademi'
1691118036.9788837	7049091548880964870	937300	173200	388	635	4153	2022-01-03 13:15:23-08:00	8	https://www.tiktok.com/@6738999731529516038/video/7049091548880964870	b'#khanademi'
1691118036.9788837	7046446592693488901	21100	588	8	12	15	2021-12-27 10:11:36-08:00	13	https://www.tiktok.com/@6738999731529516038/video/7046446592693488901	b'When you take the gora egpytian to a wedding in pakistan @om...'
1691118036.9788837	7044592233307278597	17400	930	10	13	30	2021-12-22 10:15:45-08:00	11	https://www.tiktok.com/@6738999731529516038/video/7044592233307278597	b'Pt3. Last time using this audio i promise'
1691118036.9788837	7043889469291760902	15100	813	24	16	31	2021-12-20 12:48:40-08:00	15	https://www.tiktok.com/@6738999731529516038/video/7043889469291760902	b'Which ones yall goin with?'
1691118036.9788837	7041687134922657030	401300	75600	315	990	3740	2021-12-14 14:22:29-08:00	14	https://www.tiktok.com/@6738999731529516038/video/7041687134922657030	b'Pt2'
1691118036.9788837	7041245690353159429	15700	924	26	23	36	2021-12-13 09:49:27-08:00	10	https://www.tiktok.com/@6738999731529516038/video/7041245690353159429	b'Welcome to dubai. Pt1'
1691118036.9788837	7039092214085045509	15700	815	32	28	31	2021-12-07 14:32:55-08:00	9	https://www.tiktok.com/@6738999731529516038/video/7039092214085045509	b'16 missed calls \xf0\x9f\x98\xb3'
1691118036.9788837	7037915857447668998	67200	4940	77	70	68	2021-12-04 10:28:00-08:00	8	https://www.tiktok.com/@6738999731529516038/video/7037915857447668998	b'So did I do this right?'
1691118036.9788837	7036459671334472966	27700	2801	66	164	106	2021-11-30 12:17:15-08:00	17	https://www.tiktok.com/@6738999731529516038/video/7036459671334472966	b'Yin and Yang @alionrepeat'
1691118036.9788837	7010524980144393478	31600	1820	36	58	70	2021-09-21 15:57:24-07:00	12	https://www.tiktok.com/@6738999731529516038/video/7010524980144393478	b'\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbc\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbc\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbc'
1691118036.9788837	7005289365895236870	203500	27500	266	536	993	2021-09-07 13:20:33-07:00	11	https://www.tiktok.com/@6738999731529516038/video/7005289365895236870	b'Welcome to car tiktok'
1691118036.9788837	7004899044988439814	16900	982	21	25	23	2021-09-06 12:05:54-07:00	14	https://www.tiktok.com/@6738999731529516038/video/7004899044988439814	b'Sunday 09/05/21'
1691118036.9788837	7001590592081874181	19300	849	32	23	27	2021-08-28 14:07:25-07:00	14	https://www.tiktok.com/@6738999731529516038/video/7001590592081874181	b'They told me not to lie on this trend \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1691118036.9788837	7000517293021187333	17600	887	24	27	22	2021-08-25 16:42:28-07:00	14	https://www.tiktok.com/@6738999731529516038/video/7000517293021187333	b'Had to try this mid workout, lb: @arman'
1691118036.9788837	6999343150405799173	50500	4021	35	53	87	2021-08-22 12:46:11-07:00	5	https://www.tiktok.com/@6738999731529516038/video/6999343150405799173	b'can you tell he just got his braces off @ahmedazammm'
1691118036.9788837	6996363582665460997	61700	4170	93	103	174	2021-08-14 12:03:57-07:00	43	https://www.tiktok.com/@6738999731529516038/video/6996363582665460997	b'Hire us for your wedding \xf0\x9f\x98\x82 @abhisheksri1996'
1691118036.9788837	6993546788770729222	39900	2059	27	32	48	2021-08-06 21:53:22-07:00	8	https://www.tiktok.com/@6738999731529516038/video/6993546788770729222	b'Wedding draft vibes'
1691118036.9788837	6992261492485721350	16800	560	13	27	29	2021-08-03 10:45:45-07:00	6	https://www.tiktok.com/@6738999731529516038/video/6992261492485721350	b'Hi'
1691118036.9788837	6991625039787330821	20200	549	15	14	38	2021-08-01 17:35:59-07:00	9	https://www.tiktok.com/@6738999731529516038/video/6991625039787330821	b'@abhisheksri1996 @rabsishere @heyankana'
1691118036.9788837	6991139398695881990	16300	650	9	11	19	2021-07-31 10:11:27-07:00	12	https://www.tiktok.com/@6738999731529516038/video/6991139398695881990	b'The way everyone judged me while making this in the middle o...'
1691118036.9788837	6989807369475591429	14800	709	19	17	22	2021-07-27 20:02:30-07:00	13	https://www.tiktok.com/@6738999731529516038/video/6989807369475591429	b'Me doing this with every wedding I go to now \xf0\x9f\xa4\x9d'
1691118036.9788837	6986306054288198917	13200	556	24	28	27	2021-07-18 09:35:39-07:00	11	https://www.tiktok.com/@6738999731529516038/video/6986306054288198917	b'Weddings'
1691118036.9788837	6984228261555342598	26800	1057	19	17	26	2021-07-12 19:12:46-07:00	10	https://www.tiktok.com/@6738999731529516038/video/6984228261555342598	b'That brown boy x bosnian girl engagement \xf0\x9f\xa5\xb0'
1691118036.9788837	6970813923759115525	12900	472	18	39	40	2021-06-06 15:38:16-07:00	55	https://www.tiktok.com/@6738999731529516038/video/6970813923759115525	b'@selfcutacademy #selfcut'
1691118036.9788837	6966648904255376646	19600	1625	35	73	61	2021-05-26 10:15:51-07:00	9	https://www.tiktok.com/@6738999731529516038/video/6966648904255376646	b'Car trends'
1691118036.9788837	6965643384505601285	51500	4292	81	125	88	2021-05-23 17:13:57-07:00	11	https://www.tiktok.com/@6738999731529516038/video/6965643384505601285	b'@wisdm8 how did we do? \xf0\x9f\x98\x8c'
1691118036.9788837	6962601895974276358	20100	1700	59	44	35	2021-05-15 12:31:24-07:00	12	https://www.tiktok.com/@6738999731529516038/video/6962601895974276358	b'No honestly though these were the only 4 I got'
1691118036.9788837	6919547979598793990	18100	1039	54	59	43	2021-01-19 11:00:24-08:00	8	https://www.tiktok.com/@6738999731529516038/video/6919547979598793990	b'Choose your ootd \xf0\x9f\xa7\x8d\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa7\x8d\xf0\x9f\x8f\xbb #fyp #fashion #style #lookbook ...'
1691118036.9788837	6916661300244352262	20100	1768	75	64	53	2021-01-11 16:18:37-08:00	14	https://www.tiktok.com/@6738999731529516038/video/6916661300244352262	b'One time for the brown boys #fyp #desi #bollywood #bussit'
1691118036.9788837	6915478470831164677	161700	26100	542	558	777	2021-01-08 11:48:36-08:00	20	https://www.tiktok.com/@6738999731529516038/video/6915478470831164677	b'love this trend #fyp #desi #brown #culture'
1691118036.9788837	6901870228003654914	11300	518	15	11	13	2020-12-02 19:41:31-08:00	7	https://www.tiktok.com/@6738999731529516038/video/6901870228003654914	b'No outfit transition but i like this trend and my fade #fyp ...'
1691118036.9788837	6898162548701416705	10700	457	28	17	9	2020-11-22 19:53:49-08:00	14	https://www.tiktok.com/@6738999731529516038/video/6898162548701416705	b'#fyp'
1691118036.9788837	6894749597269282050	14900	777	25	21	14	2020-11-13 15:09:50-08:00	16	https://www.tiktok.com/@6738999731529516038/video/6894749597269282050	b'Ended up buying this suit, what do you guys think? #fyp'
1691118036.9788837	6893318809218845953	125300	13900	104	544	533	2020-11-09 18:37:39-08:00	6	https://www.tiktok.com/@6738999731529516038/video/6893318809218845953	b'Had to try this again \xf0\x9f\x98\xa4 #fyp #carsoftiktok'
1691118036.9788837	6892896610997603585	17400	1117	36	68	42	2020-11-08 15:19:19-08:00	13	https://www.tiktok.com/@6738999731529516038/video/6892896610997603585	b'Mucho Gusto #foryoupage #fyp #prettything'
1691118036.9788837	6890748640785190146	53400	6693	115	229	126	2020-11-02 20:24:05-08:00	9	https://www.tiktok.com/@6738999731529516038/video/6890748640785190146	b'She wanted some tiktok love as well \xf0\x9f\x98\x88 #fyp #carsoftiktok #a...'
1691118036.9788837	6889488221722496258	21400	1641	68	49	42	2020-10-30 11:52:59-07:00	15	https://www.tiktok.com/@6738999731529516038/video/6889488221722496258	b'sweater and coat season #fyp #fall'
1691118036.9788837	6859874993761717509	59400	4426	111	186	134	2020-08-11 16:38:36-07:00	14	https://www.tiktok.com/@6738999731529516038/video/6859874993761717509	b'Im not taking anyone out I swear this is just for the trend ...'
1691118036.9788837	6857944042827828485	16300	849	34	23	19	2020-08-06 11:45:31-07:00	13	https://www.tiktok.com/@6738999731529516038/video/6857944042827828485	b'Office day #fyp #transition'
1691118036.9788837	6856821129600929029	37500	1845	51	42	37	2020-08-03 11:08:02-07:00	13	https://www.tiktok.com/@6738999731529516038/video/6856821129600929029	b'Ft half the cousins from the khan family \xf0\x9f\x98\xad\xf0\x9f\x98\xad #fyp'
1691118036.9788837	6855709549802966278	24000	2137	50	54	34	2020-07-31 11:14:29-07:00	14	https://www.tiktok.com/@6738999731529516038/video/6855709549802966278	b'Eid mubarak \xf0\x9f\xa5\xb3\xe2\x9c\xa8 #fyp #eidmubarak'
1691118036.9788837	6850154372232482054	56200	2723	74	105	74	2020-07-16 11:57:34-07:00	14	https://www.tiktok.com/@6738999731529516038/video/6850154372232482054	b'I liked this sound so heres an extra ass clip of me walking ...'
1691118036.9788837	6847896211551161606	18100	1417	41	32	20	2020-07-10 09:54:44-07:00	11	https://www.tiktok.com/@6738999731529516038/video/6847896211551161606	b'Outfit trends are my favourite \xf0\x9f\x98\x85 #fyp #fashion #outfits #me...'
1691118036.9788837	6840959538447830277	20700	984	37	45	23	2020-06-21 17:16:56-07:00	15	https://www.tiktok.com/@6738999731529516038/video/6840959538447830277	b'I know im late to the trend \xf0\x9f\x98\x85 #fyp #vogue'
1691118036.9788837	6830927947709418757	22600	1584	44	29	20	2020-05-25 16:29:12-07:00	13	https://www.tiktok.com/@6738999731529516038/video/6830927947709418757	b'Eid mubarak!!! I liked this version better \xf0\x9f\xa4\xaa #fyp #foryou #...'
1691118036.9788837	6828711457656524037	25700	1612	67	47	37	2020-05-19 17:08:05-07:00	9	https://www.tiktok.com/@6738999731529516038/video/6828711457656524037	b'Had to try this, How many fits can you count? #fyp #foryou #...'
1691118036.9788837	6823550322611358982	12700	677	39	36	11	2020-05-05 19:20:15-07:00	10	https://www.tiktok.com/@6738999731529516038/video/6823550322611358982	b'Glow up? \xf0\x9f\x98\x82 #glowup #glowupchallenge #fyp #foryou #transform...'
1691118036.9788837	6819798671140392197	40000	2122	70	123	40	2020-04-25 16:41:55-07:00	15	https://www.tiktok.com/@6738999731529516038/video/6819798671140392197	b'Ramadan Mubarak everyone!! Which one are you?? \xf0\x9f\xa4\xaa #fyp #fory...'
1691118036.9788837	6817171095460875525	171900	5237	106	724	400	2020-04-18 14:45:35-07:00	40	https://www.tiktok.com/@6738999731529516038/video/6817171095460875525	b''
